night,plan_archive_available,plan_active_acquired_cohort,plan_exposure_n,acquired_strict_frame_n,plan_active_acquired_frame_denominator_n,plan_active_cohort_matched_frame_n,plan_active_acquired_not_matched_n,full_interval_acquired_without_plan_archive_n,multiset_matched_frame_n,planned_not_acquired_n,acquired_not_planned_n,acquired_frame_plan_compliance,planned_frame_realization,planned_unique_field_n,acquired_unique_field_n,actual_time_available_n,matched_pair_with_two_times_n,abs_time_residual_median_s,abs_time_residual_p90_s,planned_revisit_interval_n,planned_revisit_interval_median_s,actual_revisit_interval_n,actual_revisit_interval_median_s,planned_revisit_baseline_n,planned_revisit_baseline_median_s,actual_revisit_baseline_n,actual_revisit_baseline_median_s,actual_gap_proxy_n,actual_gap_proxy_median_s,actual_gap_proxy_p90_s,matched_with_l2_n,normal_planned_n,normal_matched_n,normal_planned_realization,near_sun_planned_n,near_sun_matched_n,near_sun_planned_realization,followup_planned_n,followup_matched_n,followup_planned_realization,quality_code,quality_reason,primary_science_included,near_sun_selection_status,history_feedback_status,attribution_limit,input_manifest_hash
20260101,False,False,0,444,0,0,0,444,0,0,444,,,0,182,441,0,,,0,,0,,0,,0,,440,51.624500000000005,113.80190000000003,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260102,False,False,0,518,0,0,0,518,0,0,518,,,0,197,518,0,,,0,,0,,0,,0,,517,53.128,67.45960000000001,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260103,False,False,0,118,0,0,0,118,0,0,118,,,0,54,118,0,,,0,,0,,0,,0,,117,52.702,67.7584,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260104,False,False,0,497,0,0,0,497,0,0,497,,,0,162,497,0,,,0,,0,,0,,0,,496,52.533500000000004,70.56649999999999,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260105,False,False,0,508,0,0,0,508,0,0,508,,,0,190,488,0,,,0,,0,,0,,0,,487,52.812,70.4482,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260106,False,False,0,435,0,0,0,435,0,0,435,,,0,158,432,0,,,0,,0,,0,,0,,431,57.116,79.95,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260107,False,False,0,464,0,0,0,464,0,0,464,,,0,161,464,0,,,0,,0,,0,,0,,463,53.67,74.385,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260108,False,False,0,226,0,0,0,226,0,0,226,,,0,73,226,0,,,0,,0,,0,,0,,225,58.063,72.7358,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260109,False,False,0,271,0,0,0,271,0,0,271,,,0,99,271,0,,,0,,0,,0,,0,,270,55.8785,74.86379999999996,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260110,False,False,0,392,0,0,0,392,0,0,392,,,0,135,392,0,,,0,,0,,0,,0,,391,55.742000000000004,98.21000000000001,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260111,False,False,0,347,0,0,0,347,0,0,347,,,0,125,347,0,,,0,,0,,0,,0,,346,53.122,74.1805,0,0,0,,0,0,,0,0,,excluded_primary,upstream_wcs_failure_8_to_11_arcsec,False,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260112,False,False,0,271,0,0,0,271,0,0,271,,,0,93,271,0,,,0,,0,,0,,0,,270,52.975500000000004,73.6033,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260113,False,False,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,0,,0,,0,,0,,,0,0,0,,0,0,,0,0,,no_strict_raw,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260114,False,False,0,405,0,0,0,405,0,0,405,,,0,155,405,0,,,0,,0,,0,,0,,404,53.928000000000004,76.8939,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260115,False,False,0,413,0,0,0,413,0,0,413,,,0,169,413,0,,,0,,0,,0,,0,,412,54.8705,76.11050000000002,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260116,False,False,0,393,0,0,0,393,0,0,393,,,0,159,393,0,,,0,,0,,0,,0,,392,52.6755,70.0352,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260117,False,False,0,245,0,0,0,245,0,0,245,,,0,78,245,0,,,0,,0,,0,,0,,244,54.8765,70.65980000000002,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260118,False,False,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,0,,0,,0,,0,,,0,0,0,,0,0,,0,0,,no_strict_raw,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260119,False,False,0,456,0,0,0,456,0,0,456,,,0,213,456,0,,,0,,0,,0,,0,,455,54.55,101.05660000000002,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260120,False,False,0,508,0,0,0,508,0,0,508,,,0,194,508,0,,,0,,0,,0,,0,,507,52.971999999999994,69.6642,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260121,False,False,0,492,0,0,0,492,0,0,492,,,0,181,492,0,,,0,,0,,0,,0,,491,52.553,67.346,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260122,False,False,0,501,0,0,0,501,0,0,501,,,0,188,501,0,,,0,,0,,0,,0,,500,52.69,67.7775,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260123,False,False,0,486,0,0,0,486,0,0,486,,,0,200,486,0,,,0,,0,,0,,0,,485,53.512,70.588,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260124,False,False,0,482,0,0,0,482,0,0,482,,,0,159,482,0,,,0,,0,,0,,0,,481,54.918000000000006,73.346,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260125,False,False,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,0,,0,,0,,0,,,0,0,0,,0,0,,0,0,,no_strict_raw,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260126,False,False,0,496,0,0,0,496,0,0,496,,,0,171,496,0,,,0,,0,,0,,0,,495,51.908,67.902,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260127,False,False,0,374,0,0,0,374,0,0,374,,,0,162,362,0,,,0,,0,,0,,0,,361,53.965,142.935,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260128,False,False,0,34,0,0,0,34,0,0,34,,,0,29,34,0,,,0,,0,,0,,0,,33,51.081,64.3924,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260129,False,False,0,319,0,0,0,319,0,0,319,,,0,123,313,0,,,0,,0,,0,,0,,312,54.5745,72.34400000000001,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260130,False,False,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,0,,0,,0,,0,,,0,0,0,,0,0,,0,0,,no_strict_raw,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260131,False,False,0,317,0,0,0,317,0,0,317,,,0,149,315,0,,,0,,0,,0,,0,,314,52.295,74.32839999999999,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260201,False,False,0,292,0,0,0,292,0,0,292,,,0,128,285,0,,,0,,0,,0,,0,,284,51.7195,68.8518,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260202,False,False,0,493,0,0,0,493,0,0,493,,,0,173,493,0,,,0,,0,,0,,0,,492,53.5315,67.2801,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260203,False,False,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,0,,0,,0,,0,,,0,0,0,,0,0,,0,0,,no_strict_raw,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260204,False,False,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,0,,0,,0,,0,,,0,0,0,,0,0,,0,0,,no_strict_raw,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260205,False,False,0,287,0,0,0,287,0,0,287,,,0,97,286,0,,,0,,0,,0,,0,,285,53.979,72.59219999999999,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260206,False,False,0,240,0,0,0,240,0,0,240,,,0,81,240,0,,,0,,0,,0,,0,,239,51.804,72.7576,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260207,False,False,0,495,0,0,0,495,0,0,495,,,0,167,495,0,,,0,,0,,0,,0,,494,52.43150000000001,71.90639999999999,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260208,False,False,0,489,0,0,0,489,0,0,489,,,0,176,489,0,,,0,,0,,0,,0,,488,52.456,73.5149,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260209,False,False,0,1,0,0,0,1,0,0,1,,,0,1,0,0,,,0,,0,,0,,0,,0,,,0,0,0,,0,0,,0,0,,raw_without_l2;l2_missing,missing_l2,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260210,False,False,0,140,0,0,0,140,0,0,140,,,0,55,140,0,,,0,,0,,0,,0,,139,51.56,66.53460000000001,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260211,False,False,0,416,0,0,0,416,0,0,416,,,0,153,416,0,,,0,,0,,0,,0,,415,51.92,74.2824,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260212,False,False,0,289,0,0,0,289,0,0,289,,,0,113,289,0,,,0,,0,,0,,0,,288,49.868500000000004,64.032,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260213,False,False,0,394,0,0,0,394,0,0,394,,,0,142,394,0,,,0,,0,,0,,0,,393,54.59,75.01540000000003,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260214,False,False,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,0,,0,,0,,0,,,0,0,0,,0,0,,0,0,,no_strict_raw,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260215,False,False,0,461,0,0,0,461,0,0,461,,,0,196,461,0,,,0,,0,,0,,0,,460,51.769,68.42740000000002,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260216,False,False,0,482,0,0,0,482,0,0,482,,,0,178,482,0,,,0,,0,,0,,0,,481,51.620999999999995,75.474,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260217,False,False,0,486,0,0,0,486,0,0,486,,,0,175,486,0,,,0,,0,,0,,0,,485,52.92700000000001,69.3282,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260218,False,False,0,497,0,0,0,497,0,0,497,,,0,191,497,0,,,0,,0,,0,,0,,496,51.8765,64.72749999999999,0,0,0,,0,0,,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
